uniqueID,sentenceType,isOrig,maxPm1,maxPm2,numWordsM1,numWordsM2,numWords
42,pun,0,1.26056621084e+125,2.27474849495e+120,4,4,4
43,pun,0,5.33709970318e+259,3.86578024327e+259,9,9,9
44,pun,0,1.35472745027e+94,4.99551261511e+93,3,3,3
45,pun,0,4.42091123606e+192,7.10538137932e+187,6,6,6
46,pun,0,5.49529358512e+156,2.34736401962e+152,5,5,5
47,pun,0,5.99881492345e+216,2.4020365098e+211,7,7,7
48,pun,0,4.44862005299e+88,3.39041760144e+87,3,3,3
49,pun,0,2.00064173501e+127,1.09849719527e+128,4,4,4
50,pun,0,4.41943593423e+188,2.72116247329e+186,6,6,6
51,pun,0,5.5559994085e+212,1.4942631929e+210,7,7,7
52,pun,0,1.99818207005e+145,6.93684963499e+145,5,5,5
53,pun,0,6.11976423526e+121,4.80281776255e+119,4,4,4
54,pun,0,2.42649467349e+150,5.74985218986e+149,5,5,5
55,pun,0,8.403164265e+84,7.0669517187e+91,3,3,3
56,pun,0,6.67909599139e+189,1.19032684734e+189,6,6,6
57,pun,0,1.56871810471e+219,5.65840866017e+215,7,7,7
58,pun,0,1.93577532079e+125,2.40274467981e+126,4,4,4
59,pun,0,4.89495565488e+146,3.38295713938e+142,5,5,5
60,pun,0,4.4027562048e+126,5.72787769645e+123,4,4,4
61,pun,0,5.66475824208e+122,3.43852160858e+122,4,4,4
62,pun,0,4.19774520402e+151,3.39767364655e+151,5,5,5
63,pun,0,7.27067158334e+184,8.87604159763e+179,6,6,6
64,pun,0,4.13659051715e+121,2.35927776702e+122,4,4,4
65,pun,0,4.40019455095e+290,1.70535458296e+288,9,9,9
66,depunned,0,1.23238143739e+113,1.09893065581e+114,4,4,4
67,depunned,0,6.59924937495e+117,8.72433870921e+114,4,4,4
68,depunned,0,5.86136715855e+205,8.02385841035e+208,7,7,7
69,depunned,0,9.23506779153e+175,2.53320671557e+182,6,6,6
70,depunned,0,1.04680037544e+149,1.28645446996e+148,5,5,5
71,depunned,0,3.54448492996e+189,1.7405476245e+176,6,6,6
72,depunned,0,6.99916691878e+115,4.72890803392e+115,4,4,4
73,depunned,0,2.4068247163e+130,4.85330024936e+121,4,4,4
74,depunned,0,1.25243733999e+179,1.4509080398e+178,6,6,6
75,depunned,0,9.59198793873e+182,9.99171972747e+179,6,6,6
76,depunned,0,1.60294337885e+151,6.70402347669e+143,5,5,5
77,depunned,0,1.58129374035e+178,1.00072736618e+181,6,6,6
78,depunned,0,1.58530901146e+176,9.98355331795e+176,6,6,6
79,depunned,0,2.31896817467e+111,7.42326028812e+113,4,4,4
80,depunned,0,6.37905571134e+174,2.28039742266e+172,6,6,6
81,depunned,0,1.50447135539e+183,2.02330372604e+182,6,6,6
82,depunned,0,3.42643029842e+243,3.63034859477e+244,8,8,8
83,depunned,0,1.59946068734e+117,6.551657303e+115,4,4,4
84,depunned,0,1.30898317038e+215,4.18072026051e+215,7,7,7
85,depunned,0,2.92163135549e+278,5.1430274475e+275,9,9,9
86,depunned,0,7.14868278632e+89,2.16353168303e+87,3,3,3
87,depunned,0,1.27786105401e+126,5.00662498107e+119,4,4,4
88,depunned,0,1.43654038292e+212,7.73700437342e+212,7,7,7
89,depunned,0,1.57372576287e+84,2.19669780891e+84,3,3,3
90,depunned,0,4.86659517825e+144,1.01165612318e+146,5,5,5
91,depunned,0,2.00140496002e+117,5.27288874541e+117,4,4,4
92,depunned,0,5.35703187724e+237,7.2605822648e+233,8,8,8
93,depunned,0,1.33399942956e+152,4.43212507702e+150,5,5,5
94,depunned,0,1.02249254866e+174,3.40794738132e+169,6,6,6
95,depunned,0,3.87998915497e+150,1.69112026676e+153,5,5,5
96,depunned,0,2.28765878546e+235,2.24310745906e+230,8,8,8
97,depunned,0,1.10391553253e+183,4.83185253838e+178,6,6,6
98,depunned,0,1.45688737949e+173,5.82774330417e+174,6,6,6
99,depunned,0,7.50263280129e+181,1.55723676986e+186,6,6,6
100,depunned,0,1.91918807618e+178,6.42951199544e+179,6,6,6
101,depunned,0,4.46019529568e+58,2.84245301986e+54,2,2,2
102,depunned,0,6.8379931282e+146,2.47314735171e+143,5,5,5
103,depunned,0,6.42134804318e+262,1.75621949457e+258,9,9,9
104,depunned,0,1.00168782726e+184,9.2594951529e+185,6,6,6
105,depunned,0,1.9527091071e+209,7.27223082526e+209,7,7,7
106,nonpun,0,1.00724394745e+175,4.03824615308e+167,6,6,6
107,nonpun,0,4.84774910497e+214,6.21393972413e+205,7,7,7
108,nonpun,0,3.54479693313e+243,7.14026571208e+239,8,8,8
109,nonpun,0,2.00646974715e+116,1.53766778673e+113,4,4,4
110,nonpun,0,1.00413342759e+116,7.46578753982e+111,4,4,4
111,nonpun,0,1.85750037161e+178,1.15262207577e+170,6,6,6
112,nonpun,0,4.81009694484e+190,6.53137864225e+180,6,6,6
113,nonpun,0,8.09422566174e+154,2.26975821067e+145,5,5,5
114,nonpun,0,1.11808316006e+155,2.33315231344e+148,5,5,5
115,nonpun,0,4.80006428253e+185,4.31385376127e+179,6,6,6
116,nonpun,0,1.95108059762e+161,1.79667637341e+147,5,5,5
117,nonpun,0,1.10098998386e+120,2.899226102e+114,4,4,4
118,nonpun,0,3.74432846747e+114,3.70533035871e+111,4,4,4
119,nonpun,0,4.97313726031e+144,1.97406062196e+138,5,5,5
120,nonpun,0,8.22396036975e+124,1.70464564657e+116,4,4,4
121,nonpun,0,1.98229944493e+97,1.25135345239e+91,3,3,3
122,nonpun,0,2.36937928816e+125,3.26548916562e+121,4,4,4
123,nonpun,0,3.01827758798e+119,5.75191648876e+109,4,4,4
124,nonpun,0,1.30852840698e+96,1.06192349813e+84,3,3,3
125,nonpun,0,5.92043485411e+152,2.82945566513e+142,5,5,5
126,nonpun,0,1.81964193072e+178,1.24322709601e+170,6,6,6
127,nonpun,0,2.49704407578e+162,1.15126833715e+150,5,5,5
128,nonpun,0,1.94086274813e+122,8.79305056135e+114,4,4,4
129,nonpun,0,1.28300044587e+216,2.61680508262e+210,7,7,7
130,nonpun,0,2.41997433016e+160,3.00098277524e+157,5,5,5
131,nonpun,0,7.53782197851e+158,8.17280143323e+148,5,5,5
132,nonpun,0,5.57193681837e+153,3.27373651581e+142,5,5,5
133,nonpun,0,6.10394758555e+150,7.2898295966e+138,5,5,5
134,nonpun,0,3.37094845011e+182,2.6798153757e+176,6,6,6
135,nonpun,0,9.82621677658e+182,1.78807827998e+176,6,6,6
136,nonpun,0,4.06622708694e+174,1.90598720103e+166,6,6,6
137,nonpun,0,3.53982446614e+158,1.66065590819e+147,5,5,5
138,nonpun,0,3.05956975178e+215,1.3365142086e+213,7,7,7
139,nonpun,0,3.51217229007e+189,2.26892312143e+186,6,6,6
140,nonpun,0,3.91648942289e+89,2.63212810416e+85,3,3,3
141,nonpun,0,7.71991673196e+155,1.67991861411e+146,5,5,5
142,nonpun,0,1.40580650912e+65,8.4836660582e+57,2,2,2
143,nonpun,0,4.24214194194e+179,1.00240900891e+181,6,6,6
144,nonpun,0,1.93073120036e+219,6.3031491767e+209,7,7,7
145,nonpun,0,7.08349832367e+123,8.03131485724e+112,4,4,4
146,nonpun,0,5.00698288261e+120,1.58735847388e+115,4,4,4
147,nonpun,0,1.26755345317e+95,3.22469051449e+90,3,3,3
148,nonpun,0,3.80287725949e+118,3.60821105639e+110,4,4,4
149,nonpun,0,1.95533163161e+62,8.31372693719e+56,2,2,2
150,nonpun,0,2.940532075e+121,3.95392328947e+115,4,4,4
151,nonpun,0,1.77380507231e+59,7.07146307364e+50,2,2,2
152,nonpun,0,3.30785480721e+94,3.98161042558e+84,3,3,3
153,nonpun,0,1.48867393912e+59,2.14414642602e+56,2,2,2
154,nonpun,0,4.67160059362e+184,1.00589300755e+176,6,6,6
155,nonpun,0,1.08534465976e+84,1.32560792598e+82,3,3,3
156,nonpun,0,1.10286279666e+152,6.86770190016e+150,5,5,5
157,nonpun,0,4.50747950652e+62,1.03762048508e+58,2,2,2
158,nonpun,0,2.87831627362e+91,3.46049067852e+84,3,3,3
159,nonpun,0,7.68185461587e+95,1.03445921824e+89,3,3,3
160,nonpun,0,1.80277463318e+89,1.42098178198e+85,3,3,3
161,nonpun,0,1.04840389534e+65,6.7296873927e+61,2,2,2
162,nonpun,0,2.74437017927e+126,6.58370343674e+118,4,4,4
163,nonpun,0,1.43271000339e+91,1.63666377532e+88,3,3,3
164,nonpun,0,3.44835865464e+121,1.64141558469e+116,4,4,4
165,nonpun,0,8.8950182258e+91,8.07922674888e+83,3,3,3
166,nonpun,0,5.36162334262e+89,1.44461392806e+83,3,3,3
167,nonpun,0,1.99967650576e+90,1.93797005549e+88,3,3,3
168,nonpun,0,3.74739642345e+91,8.45487031349e+86,3,3,3
169,nonpun,0,4.85043939126e+123,6.93891263973e+115,4,4,4
170,nonpun,0,7.56939072816e+92,1.82559990325e+82,3,3,3
171,nonpun,0,8.36349343547e+190,2.82990095957e+180,6,6,6
172,nonpun,0,1.36957690962e+129,6.54142444353e+116,4,4,4
173,nonpun,0,2.33990653683e+127,1.14206011624e+116,4,4,4
174,nonpun,0,3.58577985002e+158,6.3831144774e+143,5,5,5
175,nonpun,0,3.53546317284e+186,6.66801140081e+169,6,6,6
176,nonpun,0,8.50745733738e+125,3.29310138735e+119,4,4,4
177,nonpun,0,3.20765908409e+130,3.1628129864e+114,4,4,4
178,nonpun,0,1.54242185822e+58,7.51720477559e+55,2,2,2
179,nonpun,0,2.26754232275e+149,1.63188267629e+138,5,5,5
180,nonpun,0,5.55416266066e+91,1.60418688604e+86,3,3,3
181,nonpun,0,1.01196181473e+179,1.18595126127e+173,6,6,6
182,nonpun,0,1.88500750783e+130,1.7719207929e+119,4,4,4
183,nonpun,0,2.04550448406e+95,2.62155858661e+81,3,3,3
184,nonpun,0,1.75358710723e+126,1.1629201842e+110,4,4,4
185,nonpun,0,9.2685823444e+158,2.51858614104e+146,5,5,5
186,nonpun,0,3.06532913547e+127,8.3133602555e+114,4,4,4
187,nonpun,0,3.36125599277e+99,1.15585979752e+84,3,3,3
188,nonpun,0,1.01293935967e+153,2.78841501871e+141,5,5,5
189,nonpun,0,1.37852019931e+121,1.08926078494e+115,4,4,4
190,nonpun,0,1.53797584542e+132,2.78306641212e+123,4,4,4
191,nonpun,0,3.00166785628e+94,6.01521556411e+83,3,3,3
192,nonpun,0,3.84285815608e+153,1.12133609961e+149,5,5,5
193,nonpun,0,7.84700160458e+94,1.12044365477e+88,3,3,3
194,nonpun,0,2.70117232966e+127,7.10545771966e+117,4,4,4
195,nonpun,0,1.81628539688e+162,2.28067317719e+151,5,5,5
196,nonpun,0,3.3576668377e+95,1.46381112221e+84,3,3,3
197,nonpun,0,2.58041216981e+149,1.89236971413e+143,5,5,5
198,nonpun,0,1.98137497309e+156,5.95584699212e+145,5,5,5
199,nonpun,0,1.1016448144e+96,2.18437775431e+83,3,3,3
200,nonpun,0,2.38224405172e+92,3.5572412245e+84,3,3,3
201,nonpun,0,1.32041202886e+184,1.49962223277e+175,6,6,6
202,nonpun,0,5.98777849849e+127,4.18149406445e+115,4,4,4
203,nonpun,0,5.74005126903e+98,9.3942142837e+84,3,3,3
204,nonpun,0,4.52317647002e+193,5.74705885624e+179,6,6,6
205,nonpun,0,9.05928350848e+186,2.66053465387e+174,6,6,6
206,nonpun,0,2.55162466249e+156,6.74147766254e+148,5,5,5
207,nonpun,0,7.78187990976e+159,4.84983571649e+148,5,5,5
208,nonpun,0,1.35593120123e+125,4.10035898203e+107,4,4,4
209,nonpun,0,2.62893992333e+123,2.71169665974e+112,4,4,4
210,nonpun,0,1.26320815174e+183,2.71743990094e+172,6,6,6
211,nonpun,0,1.71879703025e+63,3.26627647444e+49,2,2,2
212,nonpun,0,5.82862456223e+197,1.80550142994e+182,6,6,6
213,nonpun,0,7.00745969184e+120,8.23941680739e+108,4,4,4
214,nonpun,0,4.38898854879e+99,4.05456989934e+88,3,3,3
215,nonpun,0,1.29216006205e+129,8.00264486841e+118,4,4,4
216,nonpun,0,3.49541553342e+187,3.96554295883e+179,6,6,6
217,nonpun,0,5.55265046971e+94,5.79776355744e+87,3,3,3
218,nonpun,0,5.93710032517e+65,6.29672773241e+52,2,2,2
219,nonpun,0,2.07355675525e+99,3.91713937713e+85,3,3,3
220,nonpun,0,3.88826411548e+96,3.52459226666e+83,3,3,3
221,nonpun,0,2.10902989784e+188,1.0663380322e+174,6,6,6
222,nonpun,0,1.26346313559e+128,2.58641414041e+120,4,4,4
223,nonpun,0,1.1514208367e+160,1.38950243972e+148,5,5,5
224,nonpun,0,1.93295503141e+188,6.86372230412e+173,6,6,6
225,nonpun,0,8.13613960403e+125,3.98127012954e+105,4,4,4
226,nonpun,0,1.96187111546e+160,1.40553282467e+150,5,5,5
227,nonpun,0,3.82751824762e+128,1.55363193693e+119,4,4,4
228,nonpun,0,7.73062031942e+63,9.77840568284e+51,2,2,2
229,nonpun,0,1.12748963643e+94,4.31519009396e+85,3,3,3
230,nonpun,0,3.85951676094e+165,1.34564926775e+153,5,5,5
231,nonpun,0,7.70203069849e+158,1.08555259839e+148,5,5,5
232,nonpun,0,2.11021724401e+218,9.09501141476e+204,7,7,7
233,nonpun,0,8.65914134775e+92,1.6362335335e+81,3,3,3
234,nonpun,0,5.93426719027e+123,6.49584004419e+111,4,4,4
235,nonpun,0,8.36084978803e+158,9.42695465243e+150,5,5,5
