uniquePairID,uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,dummy
805,33,33,33-a,33,pun,0,thyme,get,1
805,98,98,33-a,33,depunned,0,thyme,get,1
806,33,33,33-a,33,pun,0,thyme,herb,1
807,438,203,33-a,33,nonpun,1,thyme,lunch,1
808,138,138,33-a,33,nonpun,0,thyme,meals,1
809,438,203,33-a,33,nonpun,1,thyme,meeting,1
810,138,138,33-a,33,nonpun,0,thyme,sauce,1
811,98,98,33-a,33,depunned,0,thyme,tomato,1
812,33,33,33-a,33,pun,0,thyme,work,1
812,98,98,33-a,33,depunned,0,thyme,work,1
813,373,138,33-b,33,nonpun,1,time,chicken,1
814,373,138,33-b,33,nonpun,1,time,creamy,1
815,268,33,33-b,33,pun,1,time,extra,1
815,333,98,33-b,33,depunned,1,time,extra,1
816,373,138,33-b,33,nonpun,1,time,favorite,1
817,373,138,33-b,33,nonpun,1,time,flavored,1
818,268,33,33-b,33,pun,1,time,gardeners,1
818,333,98,33-b,33,depunned,1,time,gardeners,1
819,268,33,33-b,33,pun,1,time,get,1
819,333,98,33-b,33,depunned,1,time,get,1
820,268,33,33-b,33,pun,1,time,herb,1
821,203,203,33-b,33,nonpun,0,time,lunch,1
822,373,138,33-b,33,nonpun,1,time,meals,1
823,203,203,33-b,33,nonpun,0,time,meeting,1
824,373,138,33-b,33,nonpun,1,time,sauce,1
825,333,98,33-b,33,depunned,1,time,tomato,1
826,268,33,33-b,33,pun,1,time,work,1
826,333,98,33-b,33,depunned,1,time,work,1
827,204,204,34-b,34,nonpun,0,poor,afford,1
828,269,34,34-b,34,pun,1,poor,bad,1
828,334,99,34-b,34,depunned,1,poor,bad,1
829,204,204,34-b,34,nonpun,0,poor,buy,1
830,204,204,34-b,34,nonpun,0,poor,cannot,1
831,269,34,34-b,34,pun,1,poor,excuse,1
831,334,99,34-b,34,depunned,1,poor,excuse,1
832,204,204,34-b,34,nonpun,0,poor,family,1
833,204,204,34-b,34,nonpun,0,poor,food,1
834,374,139,34-b,34,nonpun,1,poor,opening,1
835,269,34,34-b,34,pun,1,poor,say,1
835,269,34,34-b,34,pun,1,poor,say,1
835,334,99,34-b,34,depunned,1,poor,say,1
835,334,99,34-b,34,depunned,1,poor,say,1
836,269,34,34-b,34,pun,1,poor,skin,1
836,374,139,34-b,34,nonpun,1,poor,skin,1
837,374,139,34-b,34,nonpun,1,poor,small,1
838,374,139,34-b,34,nonpun,1,poor,surface,1
839,334,99,34-b,34,depunned,1,poor,teeth,1
840,374,139,34-b,34,nonpun,1,poor,very,1
841,439,204,34-a,34,nonpun,1,pore,afford,1
842,34,34,34-a,34,pun,0,pore,bad,1
842,99,99,34-a,34,depunned,0,pore,bad,1
843,439,204,34-a,34,nonpun,1,pore,buy,1
844,439,204,34-a,34,nonpun,1,pore,cannot,1
845,34,34,34-a,34,pun,0,pore,excuse,1
845,99,99,34-a,34,depunned,0,pore,excuse,1
846,439,204,34-a,34,nonpun,1,pore,family,1
847,439,204,34-a,34,nonpun,1,pore,food,1
848,139,139,34-a,34,nonpun,0,pore,opening,1
849,34,34,34-a,34,pun,0,pore,say,1
849,34,34,34-a,34,pun,0,pore,say,1
849,99,99,34-a,34,depunned,0,pore,say,1
849,99,99,34-a,34,depunned,0,pore,say,1
850,34,34,34-a,34,pun,0,pore,skin,1
850,139,139,34-a,34,nonpun,0,pore,skin,1
851,139,139,34-a,34,nonpun,0,pore,small,1
852,139,139,34-a,34,nonpun,0,pore,surface,1
853,99,99,34-a,34,depunned,0,pore,teeth,1
854,139,139,34-a,34,nonpun,0,pore,very,1
855,440,205,35-a,35,nonpun,1,gilt,accused,1
856,35,35,35-a,35,pun,0,gilt,complex,1
856,100,100,35-a,35,depunned,0,gilt,complex,1
857,140,140,35-a,35,nonpun,0,gilt,covered,1
858,440,205,35-a,35,nonpun,1,gilt,decides,1
859,140,140,35-a,35,nonpun,0,gilt,frame,1
860,35,35,35-a,35,pun,0,gilt,gold,1
861,440,205,35-a,35,nonpun,1,gilt,innocence,1
862,440,205,35-a,35,nonpun,1,gilt,jury,1
863,35,35,35-a,35,pun,0,gilt,like,1
863,100,100,35-a,35,depunned,0,gilt,like,1
864,35,35,35-a,35,pun,0,gilt,paint,1
864,100,100,35-a,35,depunned,0,gilt,paint,1
865,35,35,35-a,35,pun,0,gilt,people,1
865,100,100,35-a,35,depunned,0,gilt,people,1
866,440,205,35-a,35,nonpun,1,gilt,person,1
867,100,100,35-a,35,depunned,0,gilt,purple,1
868,205,205,35-b,35,nonpun,0,guilt,accused,1
869,270,35,35-b,35,pun,1,guilt,complex,1
869,335,100,35-b,35,depunned,1,guilt,complex,1
870,375,140,35-b,35,nonpun,1,guilt,covered,1
871,205,205,35-b,35,nonpun,0,guilt,decides,1
872,375,140,35-b,35,nonpun,1,guilt,frame,1
873,270,35,35-b,35,pun,1,guilt,gold,1
874,205,205,35-b,35,nonpun,0,guilt,innocence,1
875,205,205,35-b,35,nonpun,0,guilt,jury,1
876,270,35,35-b,35,pun,1,guilt,like,1
876,335,100,35-b,35,depunned,1,guilt,like,1
877,270,35,35-b,35,pun,1,guilt,paint,1
877,335,100,35-b,35,depunned,1,guilt,paint,1
878,270,35,35-b,35,pun,1,guilt,people,1
878,335,100,35-b,35,depunned,1,guilt,people,1
879,205,205,35-b,35,nonpun,0,guilt,person,1
880,335,100,35-b,35,depunned,1,guilt,purple,1
881,206,206,36-b,36,nonpun,0,err,being,1
882,206,206,36-b,36,nonpun,0,err,better,1
883,376,141,36-b,36,nonpun,1,err,british,1
884,336,101,36-b,36,depunned,1,err,careless,1
885,271,36,36-b,36,pun,1,err,human,1
886,376,141,36-b,36,nonpun,1,err,prince,1
887,206,206,36-b,36,nonpun,0,err,safe,1
888,206,206,36-b,36,nonpun,0,err,side,1
889,376,141,36-b,36,nonpun,1,err,throne,1
890,376,141,36-b,36,nonpun,1,err,william,1
891,441,206,36-a,36,nonpun,1,heir,being,1
892,441,206,36-a,36,nonpun,1,heir,better,1
893,141,141,36-a,36,nonpun,0,heir,british,1
894,101,101,36-a,36,depunned,0,heir,careless,1
895,36,36,36-a,36,pun,0,heir,human,1
896,141,141,36-a,36,nonpun,0,heir,prince,1
897,441,206,36-a,36,nonpun,1,heir,safe,1
898,441,206,36-a,36,nonpun,1,heir,side,1
899,141,141,36-a,36,nonpun,0,heir,throne,1
900,141,141,36-a,36,nonpun,0,heir,william,1
901,37,37,37-a,37,pun,0,son,boy,1
902,142,142,37-a,37,nonpun,0,son,daughter,1
903,442,207,37-a,37,nonpun,1,son,evening,1
904,37,37,37-a,37,pun,0,son,got,1
904,102,102,37-a,37,depunned,0,son,got,1
905,442,207,37-a,37,nonpun,1,son,morning,1
906,37,37,37-a,37,pun,0,son,only,1
906,102,102,37-a,37,depunned,0,son,only,1
907,102,102,37-a,37,depunned,0,son,parrot,1
908,37,37,37-a,37,pun,0,son,rest,1
908,102,102,37-a,37,depunned,0,son,rest,1
909,442,207,37-a,37,nonpun,1,son,rises,1
910,442,207,37-a,37,nonpun,1,son,sets,1
911,272,37,37-b,37,pun,1,sun,boy,1
912,377,142,37-b,37,nonpun,1,sun,daughter,1
913,207,207,37-b,37,nonpun,0,sun,evening,1
914,272,37,37-b,37,pun,1,sun,got,1
914,337,102,37-b,37,depunned,1,sun,got,1
915,207,207,37-b,37,nonpun,0,sun,morning,1
916,272,37,37-b,37,pun,1,sun,only,1
916,337,102,37-b,37,depunned,1,sun,only,1
917,337,102,37-b,37,depunned,1,sun,parrot,1
918,272,37,37-b,37,pun,1,sun,rest,1
918,337,102,37-b,37,depunned,1,sun,rest,1
919,207,207,37-b,37,nonpun,0,sun,rises,1
920,207,207,37-b,37,nonpun,0,sun,sets,1
921,38,38,38-a,38,pun,0,c's,cannot,1
921,103,103,38-a,38,depunned,0,c's,cannot,1
922,103,103,38-a,38,depunned,0,c's,choristers,1
923,143,143,38-a,38,nonpun,0,c's,even,1
924,143,143,38-a,38,nonpun,0,c's,hard,1
925,38,38,38-a,38,pun,0,c's,high,1
925,103,103,38-a,38,depunned,0,c's,high,1
925,143,143,38-a,38,nonpun,0,c's,high,1
925,443,208,38-a,38,nonpun,1,c's,high,1
926,38,38,38-a,38,pun,0,c's,hit,1
926,103,103,38-a,38,depunned,0,c's,hit,1
927,38,38,38-a,38,pun,0,c's,make,1
927,103,103,38-a,38,depunned,0,c's,make,1
928,443,208,38-a,38,nonpun,1,c's,mid-atlantic,1
929,38,38,38-a,38,pun,0,c's,novice,1
929,103,103,38-a,38,depunned,0,c's,novice,1
930,38,38,38-a,38,pun,0,c's,pirates,1
931,443,208,38-a,38,nonpun,1,c's,ship,1
932,143,143,38-a,38,nonpun,0,c's,sing,1
933,38,38,38-a,38,pun,0,c's,singers,1
933,103,103,38-a,38,depunned,0,c's,singers,1
934,143,143,38-a,38,nonpun,0,c's,soprano,1
935,38,38,38-a,38,pun,0,c's,terrible,1
935,103,103,38-a,38,depunned,0,c's,terrible,1
936,273,38,38-b,38,pun,1,seas,cannot,1
936,338,103,38-b,38,depunned,1,seas,cannot,1
937,338,103,38-b,38,depunned,1,seas,choristers,1
938,378,143,38-b,38,nonpun,1,seas,even,1
939,378,143,38-b,38,nonpun,1,seas,hard,1
940,208,208,38-b,38,nonpun,0,seas,high,1
940,273,38,38-b,38,pun,1,seas,high,1
940,338,103,38-b,38,depunned,1,seas,high,1
940,378,143,38-b,38,nonpun,1,seas,high,1
941,273,38,38-b,38,pun,1,seas,hit,1
941,338,103,38-b,38,depunned,1,seas,hit,1
942,273,38,38-b,38,pun,1,seas,make,1
942,338,103,38-b,38,depunned,1,seas,make,1
943,208,208,38-b,38,nonpun,0,seas,mid-atlantic,1
944,273,38,38-b,38,pun,1,seas,novice,1
944,338,103,38-b,38,depunned,1,seas,novice,1
945,273,38,38-b,38,pun,1,seas,pirates,1
946,208,208,38-b,38,nonpun,0,seas,ship,1
947,378,143,38-b,38,nonpun,1,seas,sing,1
948,273,38,38-b,38,pun,1,seas,singers,1
948,338,103,38-b,38,depunned,1,seas,singers,1
949,378,143,38-b,38,nonpun,1,seas,soprano,1
950,273,38,38-b,38,pun,1,seas,terrible,1
950,338,103,38-b,38,depunned,1,seas,terrible,1
951,39,39,39-a,39,pun,0,watt,bright,1
951,104,104,39-a,39,depunned,0,watt,bright,1
952,144,144,39-a,39,nonpun,0,watt,bulb,1
953,144,144,39-a,39,nonpun,0,watt,desk,1
954,39,39,39-a,39,pun,0,watt,electrician,1
955,39,39,39-a,39,pun,0,watt,knows,1
955,104,104,39-a,39,depunned,0,watt,knows,1
956,144,144,39-a,39,nonpun,0,watt,lamp,1
957,144,144,39-a,39,nonpun,0,watt,light,1
958,104,104,39-a,39,depunned,0,watt,optometrist,1
959,144,144,39-a,39,nonpun,0,watt,sixty,1
960,39,39,39-a,39,pun,0,watt,spark,1
960,104,104,39-a,39,depunned,0,watt,spark,1
961,444,209,39-a,39,nonpun,1,watt,students,1
962,444,209,39-a,39,nonpun,1,watt,teacher,1
963,444,209,39-a,39,nonpun,1,watt,told,1
964,144,144,39-a,39,nonpun,0,watt,uses,1
965,39,39,39-a,39,pun,0,watt,what's,1
965,104,104,39-a,39,depunned,0,watt,what's,1
966,274,39,39-b,39,pun,1,what,bright,1
966,339,104,39-b,39,depunned,1,what,bright,1
967,379,144,39-b,39,nonpun,1,what,bulb,1
968,379,144,39-b,39,nonpun,1,what,desk,1
969,274,39,39-b,39,pun,1,what,electrician,1
970,274,39,39-b,39,pun,1,what,knows,1
970,339,104,39-b,39,depunned,1,what,knows,1
971,379,144,39-b,39,nonpun,1,what,lamp,1
972,379,144,39-b,39,nonpun,1,what,light,1
973,339,104,39-b,39,depunned,1,what,optometrist,1
974,379,144,39-b,39,nonpun,1,what,sixty,1
975,274,39,39-b,39,pun,1,what,spark,1
975,339,104,39-b,39,depunned,1,what,spark,1
976,209,209,39-b,39,nonpun,0,what,students,1
977,209,209,39-b,39,nonpun,0,what,teacher,1
978,209,209,39-b,39,nonpun,0,what,told,1
979,379,144,39-b,39,nonpun,1,what,uses,1
980,274,39,39-b,39,pun,1,what,what's,1
980,339,104,39-b,39,depunned,1,what,what's,1
981,340,105,40-b,40,depunned,1,raiser,balance,1
982,380,145,40-b,40,nonpun,1,raiser,beard,1
983,275,40,40-b,40,pun,1,raiser,budget,1
983,340,105,40-b,40,depunned,1,raiser,budget,1
984,210,210,40-b,40,nonpun,0,raiser,church,1
985,210,210,40-b,40,nonpun,0,raiser,fund,1
985,275,40,40-b,40,pun,1,raiser,fund,1
985,340,105,40-b,40,depunned,1,raiser,fund,1
986,210,210,40-b,40,nonpun,0,raiser,girl,1
987,210,210,40-b,40,nonpun,0,raiser,local,1
988,275,40,40-b,40,pun,1,raiser,mayor,1
988,340,105,40-b,40,depunned,1,raiser,mayor,1
989,210,210,40-b,40,nonpun,0,raiser,organized,1
990,380,145,40-b,40,nonpun,1,raiser,shave,1
991,275,40,40-b,40,pun,1,raiser,slash,1
992,275,40,40-b,40,pun,1,raiser,turned,1
992,340,105,40-b,40,depunned,1,raiser,turned,1
993,380,145,40-b,40,nonpun,1,raiser,used,1
994,275,40,40-b,40,pun,1,raiser,wanted,1
994,340,105,40-b,40,depunned,1,raiser,wanted,1
995,105,105,40-a,40,depunned,0,razor,balance,1
996,145,145,40-a,40,nonpun,0,razor,beard,1
997,40,40,40-a,40,pun,0,razor,budget,1
997,105,105,40-a,40,depunned,0,razor,budget,1
998,445,210,40-a,40,nonpun,1,razor,church,1
999,40,40,40-a,40,pun,0,razor,fund,1
999,105,105,40-a,40,depunned,0,razor,fund,1
999,445,210,40-a,40,nonpun,1,razor,fund,1
1000,445,210,40-a,40,nonpun,1,razor,girl,1
1001,445,210,40-a,40,nonpun,1,razor,local,1
1002,40,40,40-a,40,pun,0,razor,mayor,1
1002,105,105,40-a,40,depunned,0,razor,mayor,1
1003,445,210,40-a,40,nonpun,1,razor,organized,1
1004,145,145,40-a,40,nonpun,0,razor,shave,1
1005,40,40,40-a,40,pun,0,razor,slash,1
1006,40,40,40-a,40,pun,0,razor,turned,1
1006,105,105,40-a,40,depunned,0,razor,turned,1
1007,145,145,40-a,40,nonpun,0,razor,used,1
1008,40,40,40-a,40,pun,0,razor,wanted,1
1008,105,105,40-a,40,depunned,0,razor,wanted,1
1009,41,41,41-a,41,pun,0,knot,boyscouts,1
1010,146,146,41-a,41,nonpun,0,knot,double,1
1011,146,146,41-a,41,nonpun,0,knot,easy,1
1012,41,41,41-a,41,pun,0,knot,know,1
1013,446,211,41-a,41,nonpun,1,knot,let's,1
1014,41,41,41-a,41,pun,0,knot,ropes,1
1015,41,41,41-a,41,pun,0,knot,tie,1
1015,146,146,41-a,41,nonpun,0,knot,tie,1
1016,276,41,41-b,41,pun,1,not,boyscouts,1
1017,381,146,41-b,41,nonpun,1,not,double,1
1018,381,146,41-b,41,nonpun,1,not,easy,1
1019,276,41,41-b,41,pun,1,not,know,1
1020,211,211,41-b,41,nonpun,0,not,let's,1
1021,276,41,41-b,41,pun,1,not,ropes,1
1022,276,41,41-b,41,pun,1,not,tie,1
1022,381,146,41-b,41,nonpun,1,not,tie,1
1023,42,42,42-a,42,pun,0,wood,ask,1
1023,42,42,42-a,42,pun,0,wood,ask,1
1024,447,212,42-a,42,nonpun,1,wood,father,1
1025,147,147,42-a,42,nonpun,0,wood,get,1
1026,447,212,42-a,42,nonpun,1,wood,go,1
1027,447,212,42-a,42,nonpun,1,wood,let,1
1028,447,212,42-a,42,nonpun,1,wood,not,1
1029,447,212,42-a,42,nonpun,1,wood,party,1
1030,42,42,42-a,42,pun,0,wood,trees,1
1030,147,147,42-a,42,nonpun,0,wood,trees,1
1031,277,42,42-b,42,pun,1,would,ask,1
1031,277,42,42-b,42,pun,1,would,ask,1
1032,212,212,42-b,42,nonpun,0,would,father,1
1033,382,147,42-b,42,nonpun,1,would,get,1
1034,212,212,42-b,42,nonpun,0,would,go,1
1035,212,212,42-b,42,nonpun,0,would,let,1
1036,212,212,42-b,42,nonpun,0,would,not,1
1037,212,212,42-b,42,nonpun,0,would,party,1
1038,277,42,42-b,42,pun,1,would,trees,1
1038,382,147,42-b,42,nonpun,1,would,trees,1
1039,43,43,43-a,43,pun,0,grader,afraid,1
1040,43,43,43-a,43,pun,0,grader,cheddar,1
1041,43,43,43-a,43,pun,0,grader,cheese,1
1041,448,213,43-a,43,nonpun,1,grader,cheese,1
1041,448,213,43-a,43,nonpun,1,grader,cheese,1
1042,43,43,43-a,43,pun,0,grader,colby,1
1043,148,148,43-a,43,nonpun,0,grader,hired,1
1044,43,43,43-a,43,pun,0,grader,jack,1
1045,43,43,43-a,43,pun,0,grader,jr,1
1046,43,43,43-a,43,pun,0,grader,person,1
1047,43,43,43-a,43,pun,0,grader,school,1
1048,148,148,43-a,43,nonpun,0,grader,score,1
1049,448,213,43-a,43,nonpun,1,grader,slices,1
1050,148,148,43-a,43,nonpun,0,grader,tests,1
1051,278,43,43-b,43,pun,1,grater,afraid,1
1052,278,43,43-b,43,pun,1,grater,cheddar,1
1053,213,213,43-b,43,nonpun,0,grater,cheese,1
1053,213,213,43-b,43,nonpun,0,grater,cheese,1
1053,278,43,43-b,43,pun,1,grater,cheese,1
1054,278,43,43-b,43,pun,1,grater,colby,1
1055,383,148,43-b,43,nonpun,1,grater,hired,1
1056,278,43,43-b,43,pun,1,grater,jack,1
1057,278,43,43-b,43,pun,1,grater,jr,1
1058,278,43,43-b,43,pun,1,grater,person,1
1059,278,43,43-b,43,pun,1,grater,school,1
1060,383,148,43-b,43,nonpun,1,grater,score,1
1061,213,213,43-b,43,nonpun,0,grater,slices,1
1062,383,148,43-b,43,nonpun,1,grater,tests,1
1063,449,214,44-a,44,nonpun,1,eye,answer,1
1064,44,44,44-a,44,pun,0,eye,blind,1
1065,449,214,44-a,44,nonpun,1,eye,know,1
1066,149,149,44-a,44,nonpun,0,eye,poked,1
1067,44,44,44-a,44,pun,0,eye,see,1
1068,214,214,44-b,44,nonpun,0,i,answer,1
1069,279,44,44-b,44,pun,1,i,blind,1
1070,214,214,44-b,44,nonpun,0,i,know,1
1071,384,149,44-b,44,nonpun,1,i,poked,1
1072,279,44,44-b,44,pun,1,i,see,1
1073,45,45,45-a,45,pun,0,cell,biology,1
1073,150,150,45-a,45,nonpun,0,cell,biology,1
1074,450,215,45-a,45,nonpun,1,cell,car,1
1075,450,215,45-a,45,nonpun,1,cell,good,1
1076,45,45,45-a,45,pun,0,cell,keep,1
1077,45,45,45-a,45,pun,0,cell,know,1
1078,150,150,45-a,45,nonpun,0,cell,learned,1
1079,450,215,45-a,45,nonpun,1,cell,price,1
1080,45,45,45-a,45,pun,0,cell,program,1
1081,45,45,45-a,45,pun,0,cell,whether,1
1082,150,150,45-a,45,nonpun,0,cell,works,1
1083,280,45,45-b,45,pun,1,sell,biology,1
1083,385,150,45-b,45,nonpun,1,sell,biology,1
1084,215,215,45-b,45,nonpun,0,sell,car,1
1085,215,215,45-b,45,nonpun,0,sell,good,1
1086,280,45,45-b,45,pun,1,sell,keep,1
1087,280,45,45-b,45,pun,1,sell,know,1
1088,385,150,45-b,45,nonpun,1,sell,learned,1
1089,215,215,45-b,45,nonpun,0,sell,price,1
1090,280,45,45-b,45,pun,1,sell,program,1
1091,280,45,45-b,45,pun,1,sell,whether,1
1092,385,150,45-b,45,nonpun,1,sell,works,1
1093,216,216,46-b,46,nonpun,0,cent,borrow,1
1094,281,46,46-b,46,pun,1,cent,cost,1
1095,216,216,46-b,46,nonpun,0,cent,even,1
1096,281,46,46-b,46,pun,1,cent,get,1
1097,216,216,46-b,46,nonpun,0,cent,let,1
1098,216,216,46-b,46,nonpun,0,cent,not,1
1099,281,46,46-b,46,pun,1,cent,rid,1
1100,281,46,46-b,46,pun,1,cent,smell,1
1101,216,216,46-b,46,nonpun,0,cent,stingy,1
1102,386,151,46-b,46,nonpun,1,cent,unpleasant,1
1103,451,216,46-a,46,nonpun,1,scent,borrow,1
1104,46,46,46-a,46,pun,0,scent,cost,1
1105,451,216,46-a,46,nonpun,1,scent,even,1
1106,46,46,46-a,46,pun,0,scent,get,1
1107,451,216,46-a,46,nonpun,1,scent,let,1
1108,451,216,46-a,46,nonpun,1,scent,not,1
1109,46,46,46-a,46,pun,0,scent,rid,1
1110,46,46,46-a,46,pun,0,scent,smell,1
1111,451,216,46-a,46,nonpun,1,scent,stingy,1
1112,151,151,46-a,46,nonpun,0,scent,unpleasant,1
1113,282,47,47-b,47,pun,1,coarse,class,1
1114,217,217,47-b,47,nonpun,0,coarse,hair,1
1115,282,47,47-b,47,pun,1,coarse,just,1
1116,282,47,47-b,47,pun,1,coarse,liking,1
1117,282,47,47-b,47,pun,1,coarse,rough,1
1118,387,152,47-b,47,nonpun,1,coarse,school,1
1119,282,47,47-b,47,pun,1,coarse,stick,1
1120,387,152,47-b,47,nonpun,1,coarse,took,1
1121,282,47,47-b,47,pun,1,coarse,tried,1
1122,217,217,47-b,47,nonpun,0,coarse,very,1
1123,47,47,47-a,47,pun,0,course,class,1
1124,452,217,47-a,47,nonpun,1,course,hair,1
1125,47,47,47-a,47,pun,0,course,just,1
1126,47,47,47-a,47,pun,0,course,liking,1
1127,47,47,47-a,47,pun,0,course,rough,1
1128,152,152,47-a,47,nonpun,0,course,school,1
1129,47,47,47-a,47,pun,0,course,stick,1
1130,152,152,47-a,47,nonpun,0,course,took,1
1131,47,47,47-a,47,pun,0,course,tried,1
1132,452,217,47-a,47,nonpun,1,course,very,1
1133,388,153,48-b,48,nonpun,1,dear,forest,1
1134,218,218,48-b,48,nonpun,0,dear,friend,1
1135,283,48,48-b,48,pun,1,dear,pet,1
1136,283,48,48-b,48,pun,1,dear,very,1
1137,153,153,48-a,48,nonpun,0,deer,forest,1
1138,453,218,48-a,48,nonpun,1,deer,friend,1
1139,48,48,48-a,48,pun,0,deer,pet,1
1140,48,48,48-a,48,pun,0,deer,very,1
1141,389,154,49-b,49,nonpun,1,be,angry,1
1142,284,49,49-b,49,pun,1,be,hive,1
1143,389,154,49-b,49,nonpun,1,be,honey,1
1144,284,49,49-b,49,pun,1,be,long,1
1145,219,219,49-b,49,nonpun,0,be,okay,1
1146,389,154,49-b,49,nonpun,1,be,steal,1
1147,389,154,49-b,49,nonpun,1,be,stung,1
1148,389,154,49-b,49,nonpun,1,be,tried,1
1149,284,49,49-b,49,pun,1,be,want,1
1150,219,219,49-b,49,nonpun,0,be,worry,1
1151,154,154,49-a,49,nonpun,0,bee,angry,1
1152,49,49,49-a,49,pun,0,bee,hive,1
1153,154,154,49-a,49,nonpun,0,bee,honey,1
1154,49,49,49-a,49,pun,0,bee,long,1
1155,454,219,49-a,49,nonpun,1,bee,okay,1
1156,154,154,49-a,49,nonpun,0,bee,steal,1
1157,154,154,49-a,49,nonpun,0,bee,stung,1
1158,154,154,49-a,49,nonpun,0,bee,tried,1
1159,49,49,49-a,49,pun,0,bee,want,1
1160,454,219,49-a,49,nonpun,1,bee,worry,1
1161,50,50,50-a,50,pun,0,brake,careful,1
1162,155,155,50-a,50,nonpun,0,brake,cars,1
1163,50,50,50-a,50,pun,0,brake,fast,1
1164,455,220,50-a,50,nonpun,1,brake,leg,1
1165,50,50,50-a,50,pun,0,brake,not,1
1166,455,220,50-a,50,nonpun,1,brake,performance,1
1167,50,50,50-a,50,pun,0,brake,really,1
1168,50,50,50-a,50,pun,0,brake,run,1
1169,155,155,50-a,50,nonpun,0,brake,slowly,1
1170,285,50,50-b,50,pun,1,break,careful,1
1171,390,155,50-b,50,nonpun,1,break,cars,1
1172,285,50,50-b,50,pun,1,break,fast,1
1173,220,220,50-b,50,nonpun,0,break,leg,1
1174,285,50,50-b,50,pun,1,break,not,1
1175,220,220,50-b,50,nonpun,0,break,performance,1
1176,285,50,50-b,50,pun,1,break,really,1
1177,285,50,50-b,50,pun,1,break,run,1
1178,390,155,50-b,50,nonpun,1,break,slowly,1
1179,456,221,51-a,51,nonpun,1,flour,among,1
1180,156,156,51-a,51,nonpun,0,flour,baking,1
1181,51,51,51-a,51,pun,0,flour,brought,1
1182,51,51,51-a,51,pun,0,flour,chef,1
1183,51,51,51-a,51,pun,0,flour,day,1
1184,156,156,51-a,51,nonpun,0,flour,different,1
1185,51,51,51-a,51,pun,0,flour,girlfriend,1
1186,456,221,51-a,51,nonpun,1,flour,growing,1
1187,156,156,51-a,51,nonpun,0,flour,kinds,1
1188,51,51,51-a,51,pun,0,flour,pastry,1
1189,456,221,51-a,51,nonpun,1,flour,picked,1
1190,456,221,51-a,51,nonpun,1,flour,pretty,1
1191,156,156,51-a,51,nonpun,0,flour,use,1
1192,51,51,51-a,51,pun,0,flour,valentine's,1
1193,456,221,51-a,51,nonpun,1,flour,weeds,1
1194,221,221,51-b,51,nonpun,0,flower,among,1
1195,391,156,51-b,51,nonpun,1,flower,baking,1
1196,286,51,51-b,51,pun,1,flower,brought,1
1197,286,51,51-b,51,pun,1,flower,chef,1
1198,286,51,51-b,51,pun,1,flower,day,1
1199,391,156,51-b,51,nonpun,1,flower,different,1
1200,286,51,51-b,51,pun,1,flower,girlfriend,1
1201,221,221,51-b,51,nonpun,0,flower,growing,1
1202,391,156,51-b,51,nonpun,1,flower,kinds,1
1203,286,51,51-b,51,pun,1,flower,pastry,1
1204,221,221,51-b,51,nonpun,0,flower,picked,1
1205,221,221,51-b,51,nonpun,0,flower,pretty,1
1206,391,156,51-b,51,nonpun,1,flower,use,1
1207,286,51,51-b,51,pun,1,flower,valentine's,1
1208,221,221,51-b,51,nonpun,0,flower,weeds,1
1209,287,52,52-b,52,pun,1,fair,driver,1
1210,222,222,52-b,52,nonpun,0,fair,game,1
1211,287,52,52-b,52,pun,1,fair,insisted,1
1212,222,222,52-b,52,nonpun,0,fair,not,1
1213,392,157,52-b,52,nonpun,1,fair,paid,1
1214,222,222,52-b,52,nonpun,0,fair,rules,1
1215,287,52,52-b,52,pun,1,fair,toll,1
1216,287,52,52-b,52,pun,1,fair,wasn't,1
1217,52,52,52-a,52,pun,0,fare,driver,1
1218,457,222,52-a,52,nonpun,1,fare,game,1
1219,52,52,52-a,52,pun,0,fare,insisted,1
1220,457,222,52-a,52,nonpun,1,fare,not,1
1221,157,157,52-a,52,nonpun,0,fare,paid,1
1222,457,222,52-a,52,nonpun,1,fare,rules,1
1223,52,52,52-a,52,pun,0,fare,toll,1
1224,52,52,52-a,52,pun,0,fare,wasn't,1
1225,393,158,53-b,53,nonpun,1,heal,bruised,1
1226,288,53,53-b,53,pun,1,heal,foot,1
1227,288,53,53-b,53,pun,1,heal,injured,1
1228,223,223,53-b,53,nonpun,0,heal,just,1
1228,288,53,53-b,53,pun,1,heal,just,1
1229,223,223,53-b,53,nonpun,0,heal,takes,1
1230,223,223,53-b,53,nonpun,0,heal,time,1
1231,393,158,53-b,53,nonpun,1,heal,walking,1
1232,223,223,53-b,53,nonpun,0,heal,wounds,1
1233,158,158,53-a,53,nonpun,0,heel,bruised,1
1234,53,53,53-a,53,pun,0,heel,foot,1
1235,53,53,53-a,53,pun,0,heel,injured,1
1236,53,53,53-a,53,pun,0,heel,just,1
1236,458,223,53-a,53,nonpun,1,heel,just,1
1237,458,223,53-a,53,nonpun,1,heel,takes,1
1238,458,223,53-a,53,nonpun,1,heel,time,1
1239,158,158,53-a,53,nonpun,0,heel,walking,1
1240,458,223,53-a,53,nonpun,1,heel,wounds,1
1241,224,224,54-b,54,nonpun,0,him,back,1
1242,394,159,54-b,54,nonpun,1,him,church,1
1243,224,224,54-b,54,nonpun,0,him,john,1
1244,224,224,54-b,54,nonpun,0,him,like,1
1245,224,224,54-b,54,nonpun,0,him,likes,1
1246,289,54,54-b,54,pun,1,him,perform,1
