uniqueID,sentenceType,sumKL,sumSupport,sumBalance,sumDominance,numContextCombos
224,nonpun,0.034664795646,-2.70542323353e-18,2259119.44713,0.0565702810612,961
225,nonpun,0.00031880731519,-3.38813178902e-21,362926.856713,0.00140196458182,49
226,nonpun,2.6851461179,-2.42861286637e-17,2717.18673609,4.13405830766,225
227,nonpun,0.000315376436005,-2.63639004833e-20,1049557.0075,0.000408963154875,49
228,nonpun,0.0,0.0,582.786724868,0.000696430010572,1
229,nonpun,5.32866717219e-05,0.0,47280.1543687,0.000505223599805,9
230,nonpun,0.52392629586,-4.11996825544e-17,139261.918008,0.193817759646,225
231,nonpun,0.00737141316067,-1.86347248396e-20,561074.738603,0.0170488749575,225
232,nonpun,1.13981585172,-4.18230988036e-17,1199243.59172,1.44729798418,3969
233,nonpun,0.00414921597994,0.0,15450.4738463,0.00288603640341,9
234,nonpun,0.000606132698332,-3.38813178902e-20,1132125.30341,0.000422812047483,49
235,nonpun,0.0331694149259,-1.00288700955e-18,732776.662465,0.024453251542,225
