pairID,sentenceID,sentenceType,homophoneID,version,m1,word,condition,
1,1,pun,1,a,lion,circus,1,m1
2,1,pun,1,a,lion,truck,2,m1
3,1,pun,1,a,lion,driver,3,m1
4,1,pun,1,a,lion,refused,4,m1
5,1,pun,1,a,lion,tow,5,m1
6,2,pun,2,a,tooth,dentist,6,m1
7,2,pun,2,a,tooth,tell,7,m1
8,2,pun,2,a,tooth,patient,8,m1
9,2,pun,2,a,tooth,whole,9,m1
10,3,pun,3,a,cilia,handlebar,10,m1
11,3,pun,3,a,cilia,mustache,11,m1
12,3,pun,3,a,cilia,look,12,m1
13,3,pun,3,a,cilia,ridiculous,1,m1
14,3,pun,3,a,cilia,symmetrical,2,m1
15,3,pun,3,a,cilia,eyelashes,3,m1
16,3,pun,3,a,cilia,even,4,m1
17,4,pun,4,a,heir,man,5,m1
18,4,pun,4,a,heir,used,6,m1
19,4,pun,4,a,heir,money,7,m1
20,4,pun,4,a,heir,inherited,8,m1
21,4,pun,4,a,heir,late,9,m1
22,4,pun,4,a,heir,father,10,m1
23,4,pun,4,a,heir,put,11,m1
24,4,pun,4,a,heir,addition,12,m1
25,4,pun,4,a,heir,house,1,m1
26,4,pun,4,a,heir,extension,2,m1
27,5,pun,5,a,clothing,men's,3,m1
28,5,pun,5,a,clothing,wear,4,m1
29,5,pun,5,a,clothing,store,5,m1
30,5,pun,5,a,clothing,opening,6,m1
31,5,pun,5,a,clothing,times,7,m1
32,6,pun,6,a,ambiance,paramedic,8,m1
33,6,pun,6,a,ambiance,got,9,m1
34,6,pun,6,a,ambiance,new,10,m1
35,6,pun,6,a,ambiance,job,11,m1
36,6,pun,6,a,ambiance,chauffeur,12,m1
37,6,pun,6,a,ambiance,driver,1,m1
38,7,pun,7,a,perches,pet,2,m1
39,7,pun,7,a,perches,store,3,m1
40,7,pun,7,a,perches,bird,4,m1
41,7,pun,7,a,perches,contest,5,m1
42,7,pun,7,a,perches,necessary,6,m1
43,8,pun,8,a,reword,pun,7,m1
44,9,pun,9,a,math,rubber,8,m1
45,9,pun,9,a,math,band,9,m1
46,9,pun,9,a,math,pistol,10,m1
47,9,pun,9,a,math,confiscated,11,m1
48,9,pun,9,a,math,algebra,12,m1
49,9,pun,9,a,math,class,1,m1
50,9,pun,9,a,math,weapon,2,m1
51,9,pun,9,a,math,disruption,3,m1
52,10,pun,10,a,stealer,thief,4,m1
53,10,pun,10,a,stealer,stole,5,m1
54,10,pun,10,a,stealer,cutlery,6,m1
55,10,pun,10,a,stealer,leaving,7,m1
56,10,pun,10,a,stealer,clue,8,m1
57,10,pun,10,a,stealer,called,9,m1
58,10,pun,10,a,stealer,stainless,10,m1
59,11,pun,11,a,wicker,getting,11,m1
60,11,pun,11,a,wicker,pranked,12,m1
61,11,pun,11,a,wicker,friends,1,m1
62,11,pun,11,a,wicker,getting,2,m1
63,11,pun,11,a,wicker,hit,3,m1
64,11,pun,11,a,wicker,basket,4,m1
65,11,pun,11,a,wicker,aron,5,m1
66,11,pun,11,a,wicker,knew,6,m1
67,11,pun,11,a,wicker,sense,7,m1
68,11,pun,11,a,wicker,humor,8,m1
69,12,pun,12,a,spatial,aliens,9,m1
70,12,pun,12,a,spatial,lovable,10,m1
71,13,pun,13,a,whirled,astronaut,11,m1
72,13,pun,13,a,whirled,gets,12,m1
73,13,pun,13,a,whirled,take,1,m1
74,13,pun,13,a,whirled,turn,2,m1
75,13,pun,13,a,whirled,traveler,3,m1
76,14,pun,14,a,caesars,young,4,m1
77,14,pun,14,a,caesars,boy,5,m1
78,14,pun,14,a,caesars,brutus',6,m1
79,14,pun,14,a,caesars,mother,7,m1
80,14,pun,14,a,caesars,cautioned,8,m1
81,14,pun,14,a,caesars,not,9,m1
82,14,pun,14,a,caesars,run,10,m1
83,15,pun,15,a,launch,astronauts,11,m1
84,15,pun,15,a,launch,like,12,m1
85,16,pun,16,a,bloom,flower,1,m1
86,16,pun,16,a,bloom,show,2,m1
87,16,pun,16,a,bloom,prize,3,m1
88,16,pun,16,a,bloom,ribbon,4,m1
89,17,pun,17,a,flea,pet,5,m1
90,17,pun,17,a,flea,store,6,m1
91,17,pun,17,a,flea,buy,7,m1
92,17,pun,17,a,flea,dog,8,m1
93,17,pun,17,a,flea,get,9,m1
94,18,pun,18,a,fillings,kind,10,m1
95,18,pun,18,a,fillings,dentist,11,m1
96,19,pun,19,a,salivation,bell,12,m1
97,19,pun,19,a,salivation,bark,1,m1
98,19,pun,19,a,salivation,kennel,2,m1
99,19,pun,19,a,salivation,novel,3,m1
100,19,pun,19,a,salivation,ivan,4,m1
101,19,pun,19,a,salivation,pavlov,5,m1
102,19,pun,19,a,salivation,chronicles,6,m1
103,19,pun,19,a,salivation,birth,7,m1
104,19,pun,19,a,salivation,army,8,m1
105,20,pun,20,a,orifice,dentists,9,m1
106,20,pun,20,a,orifice,like,10,m1
107,20,pun,20,a,orifice,hard,11,m1
108,20,pun,20,a,orifice,day,12,m1
109,21,pun,21,a,braille,even,1,m1
110,21,pun,21,a,braille,ashley,2,m1
111,21,pun,21,a,braille,blind,3,m1
112,21,pun,21,a,braille,under,4,m1
113,21,pun,21,a,braille,arrest,5,m1
114,21,pun,21,a,braille,still,6,m1
115,21,pun,21,a,braille,hope,7,m1
116,21,pun,21,a,braille,out,8,m1
117,22,pun,22,a,sperm,even,9,m1
118,22,pun,22,a,sperm,contributes,10,m1
119,22,pun,22,a,sperm,either,11,m1
120,22,pun,22,a,sperm,x,12,m1
121,22,pun,22,a,sperm,y,1,m1
122,22,pun,22,a,sperm,chromosome,2,m1
123,22,pun,22,a,sperm,father,3,m1
124,22,pun,22,a,sperm,chooses,4,m1
125,22,pun,22,a,sperm,sex,5,m1
126,22,pun,22,a,sperm,child,6,m1
127,22,pun,22,a,sperm,just,7,m1
128,22,pun,22,a,sperm,moment,8,m1
129,22,pun,22,a,sperm,decision,9,m1
130,23,pun,23,a,grime,children,10,m1
131,23,pun,23,a,grime,eat,11,m1
132,23,pun,23,a,grime,washing,12,m1
133,23,pun,23,a,grime,hands,1,m1
134,24,pun,24,a,epoch,grandparents,2,m1
135,24,pun,24,a,epoch,faces,3,m1
136,24,pun,24,a,epoch,full,4,m1
137,24,pun,24,a,epoch,marks,5,m1
138,25,pun,25,a,bonus,labored,6,m1
139,25,pun,25,a,bonus,hard,7,m1
140,25,pun,25,a,bonus,worked,8,m1
141,25,pun,25,a,bonus,fingers,9,m1
142,26,pun,26,a,hobbit,keep,10,m1
143,26,pun,26,a,hobbit,reading,11,m1
144,26,pun,26,a,hobbit,the,12,m1
145,26,pun,26,a,hobbit,lord,1,m1
146,26,pun,26,a,hobbit,rings,2,m1
147,26,pun,26,a,hobbit,guess,3,m1
148,26,pun,26,a,hobbit,just,4,m1
149,26,pun,26,a,hobbit,force,5,m1
150,27,pun,27,a,screaming,like,6,m1
151,27,pun,27,a,screaming,latest,7,m1
152,27,pun,27,a,screaming,horror,8,m1
153,27,pun,27,a,screaming,movie,9,m1
154,27,pun,27,a,screaming,i've,10,m1
155,27,pun,27,a,screaming,arranged,11,m1
156,27,pun,27,a,screaming,private,12,m1
157,28,pun,28,a,ohms,like,1,m1
158,28,pun,28,a,ohms,stay,2,m1
159,28,pun,28,a,ohms,current,3,m1
160,28,pun,28,a,ohms,electrifying,4,m1
161,28,pun,28,a,ohms,adventures,5,m1
162,28,pun,28,a,ohms,sherlock,6,m1
163,29,pun,29,a,kant,need,7,m1
164,29,pun,29,a,kant,philosophy,8,m1
165,29,pun,29,a,kant,homework,9,m1
166,29,pun,29,a,kant,just,10,m1
167,30,pun,30,a,tamper,barista,11,m1
168,30,pun,30,a,tamper,not,12,m1
169,30,pun,30,a,tamper,allowed,1,m1
170,30,pun,30,a,tamper,make,2,m1
171,30,pun,30,a,tamper,espresso,3,m1
172,30,pun,30,a,tamper,lose,4,m1
173,31,pun,31,a,latte,spend,5,m1
174,31,pun,31,a,latte,time,6,m1
175,31,pun,31,a,latte,coffee,7,m1
176,31,pun,31,a,latte,shop,8,m1
177,31,pun,31,a,latte,you'll,9,m1
178,31,pun,31,a,latte,work,10,m1
179,32,pun,32,a,libel,write,11,m1
180,32,pun,32,a,libel,bad,12,m1
181,32,pun,32,a,libel,things,1,m1
182,32,pun,32,a,libel,sue,2,m1
183,33,pun,33,a,tryst,novel,3,m1
184,33,pun,33,a,tryst,unexpected,4,m1
185,33,pun,33,a,tryst,secret,5,m1
186,33,pun,33,a,tryst,meeting,6,m1
187,33,pun,33,a,tryst,lovers,7,m1
188,33,pun,33,a,tryst,plot,8,m1
189,34,pun,34,a,propane,inflammatory,9,m1
190,34,pun,34,a,propane,talk,10,m1
191,34,pun,34,a,propane,seen,11,m1
192,34,pun,34,a,propane,language,12,m1
193,35,pun,35,a,leafing,john,1,m1
194,35,pun,35,a,leafing,plans,2,m1
195,35,pun,35,a,leafing,retire,3,m1
196,35,pun,35,a,leafing,spring,4,m1
197,35,pun,35,a,leafing,like,5,m1
198,35,pun,35,a,leafing,trees,6,m1
199,36,pun,36,a,yams,just,7,m1
200,36,pun,36,a,yams,time,8,m1
201,36,pun,36,a,yams,thanksgiving,9,m1
202,36,pun,36,a,yams,blockbuster,10,m1
203,36,pun,36,a,yams,movie,11,m1
204,36,pun,36,a,yams,sweet,12,m1
205,36,pun,36,a,yams,potatoes,1,m1
206,36,pun,36,a,yams,called,2,m1
207,36,pun,36,a,yams,the,3,m1
208,36,pun,36,a,yams,silence,4,m1
209,37,pun,37,a,tolkien,night,5,m1
210,37,pun,37,a,tolkien,kept,6,m1
211,37,pun,37,a,tolkien,dreaming,7,m1
212,37,pun,37,a,tolkien,written,8,m1
213,37,pun,37,a,tolkien,lord,9,m1
214,37,pun,37,a,tolkien,rings,10,m1
215,37,pun,37,a,tolkien,wife,11,m1
216,37,pun,37,a,tolkien,said,12,m1
217,37,pun,37,a,tolkien,i'd,1,m1
218,37,pun,37,a,tolkien,sleep,2,m1
219,38,pun,38,a,magnate,people,3,m1
220,38,pun,38,a,magnate,strongly,4,m1
221,38,pun,38,a,magnate,attracted,5,m1
222,39,pun,39,a,raven,people,6,m1
223,39,pun,39,a,raven,think,7,m1
224,39,pun,39,a,raven,edgar,8,m1
225,39,pun,39,a,raven,allan,9,m1
226,39,pun,39,a,raven,poe,10,m1
227,39,pun,39,a,raven,madman,11,m1
228,40,pun,40,a,alkaline,battery,12,m1
229,40,pun,40,a,alkaline,problem,1,m1
230,40,pun,40,a,alkaline,went,2,m1
231,40,pun,40,a,alkaline,aa,3,m1
232,40,pun,40,a,alkaline,meetings,4,m1
233,41,pun,41,a,shave,boss,5,m1
234,41,pun,41,a,shave,not,6,m1
235,41,pun,41,a,shave,tolerate,7,m1
236,41,pun,41,a,shave,beards,8,m1
237,41,pun,41,a,shave,mustaches,9,m1
238,41,pun,41,a,shave,real,10,m1
239,41,pun,41,a,shave,driver,11,m1
240,42,pun,42,a,aiken,heart,12,m1
241,42,pun,42,a,aiken,starts,1,m1
242,42,pun,42,a,aiken,clay,2,m1
243,42,pun,42,a,aiken,sings,3,m1
244,43,pun,43,a,irrigation,neighbor's,4,m1
245,43,pun,43,a,irrigation,sprinkler,5,m1
246,43,pun,43,a,irrigation,constant,6,m1
247,44,pun,44,a,auntie,uncles,7,m1
248,44,pun,44,a,auntie,bet,8,m1
249,44,pun,44,a,auntie,get,9,m1
250,44,pun,44,a,auntie,married,10,m1
251,44,pun,44,a,auntie,upped,11,m1
252,45,pun,45,a,fuchsia,new,12,m1
253,45,pun,45,a,fuchsia,years,1,m1
254,45,pun,45,a,fuchsia,resolution,2,m1
255,45,pun,45,a,fuchsia,bankrupt,3,m1
256,45,pun,45,a,fuchsia,gardener,4,m1
257,45,pun,45,a,fuchsia,forget,5,m1
258,45,pun,45,a,fuchsia,past,6,m1
259,45,pun,45,a,fuchsia,rely,7,m1
260,46,pun,46,a,till,organic,8,m1
261,46,pun,46,a,till,farms,9,m1
262,46,pun,46,a,till,like,10,m1
263,47,pun,47,a,house,real,11,m1
264,47,pun,47,a,house,estate,12,m1
265,47,pun,47,a,house,agent,1,m1
266,47,pun,47,a,house,said,2,m1
267,47,pun,47,a,house,going,3,m1
268,48,pun,48,a,eire,people,4,m1
269,48,pun,48,a,eire,happy,5,m1
270,48,pun,48,a,eire,time,6,m1
271,48,pun,48,a,eire,vacationing,7,m1
272,48,pun,48,a,eire,ireland,8,m1
273,48,pun,48,a,eire,walking,9,m1
274,49,pun,49,a,alp,people,10,m1
275,49,pun,49,a,alp,switzerland,11,m1
276,49,pun,49,a,alp,learn,12,m1
277,49,pun,49,a,alp,ski,1,m1
278,49,pun,49,a,alp,lot,2,m1
279,50,pun,50,a,garden,scarecrows,3,m1
280,50,pun,50,a,garden,patch,4,m1
281,51,pun,51,a,bean,selling,5,m1
282,51,pun,51,a,bean,coffee,6,m1
283,51,pun,51,a,bean,perks,7,m1
284,51,pun,51,a,bean,those,8,m1
285,51,pun,51,a,bean,lucky,9,m1
286,52,pun,52,a,odor,sign,10,m1
287,52,pun,52,a,odor,broken,11,m1
288,52,pun,52,a,odor,perfume,12,m1
289,52,pun,52,a,odor,bottle,1,m1
290,52,pun,52,a,odor,out,2,m1
291,53,pun,53,a,watt,sign,3,m1
292,53,pun,53,a,watt,please,4,m1
293,53,pun,53,a,watt,turn,5,m1
294,53,pun,53,a,watt,out,6,m1
295,53,pun,53,a,watt,lights,7,m1
296,53,pun,53,a,watt,thanks,8,m1
297,54,pun,54,a,pest,children,9,m1
298,54,pun,54,a,pest,behavior,10,m1
299,55,pun,55,a,crank,people,11,m1
300,55,pun,55,a,crank,get,12,m1
301,55,pun,55,a,crank,up,1,m1
302,55,pun,55,a,crank,work,2,m1
303,55,pun,55,a,crank,dawn,3,m1
304,56,pun,56,a,leg,planes,4,m1
305,56,pun,56,a,leg,cramped,5,m1
306,56,pun,56,a,leg,passengers,6,m1
307,56,pun,56,a,leg,suffer,7,m1
308,56,pun,56,a,leg,jet,8,m1
309,57,pun,57,a,decade,ten,9,m1
310,57,pun,57,a,decade,years,10,m1
311,57,pun,57,a,decade,brushing,11,m1
312,57,pun,57,a,decade,causes,12,m1
313,57,pun,57,a,decade,horrible,1,m1
314,57,pun,57,a,decade,tooth,2,m1
315,58,pun,58,a,dramatic,actor,3,m1
316,58,pun,58,a,dramatic,quite,4,m1
317,58,pun,58,a,dramatic,right,5,m1
318,58,pun,58,a,dramatic,retired,6,m1
319,58,pun,58,a,dramatic,post,7,m1
320,58,pun,58,a,dramatic,stress,8,m1
321,58,pun,58,a,dramatic,disorder,9,m1
322,59,pun,59,a,grammatic,english,10,m1
323,59,pun,59,a,grammatic,teacher,11,m1
324,59,pun,59,a,grammatic,felt,12,m1
325,59,pun,59,a,grammatic,odd,1,m1
326,59,pun,59,a,grammatic,being,2,m1
327,59,pun,59,a,grammatic,fired,3,m1
328,59,pun,59,a,grammatic,post,4,m1
329,59,pun,59,a,grammatic,stress,5,m1
330,59,pun,59,a,grammatic,disorder,6,m1
331,60,pun,60,a,hosta,garden,7,m1
332,60,pun,60,a,hosta,club,8,m1
333,60,pun,60,a,hosta,visited,9,m1
334,60,pun,60,a,hosta,nursery,10,m1
335,60,pun,60,a,hosta,found,11,m1
336,60,pun,60,a,hosta,environment,12,m1
337,61,pun,61,a,dublin,irish,1,m1
338,61,pun,61,a,dublin,rich,2,m1
339,61,pun,61,a,dublin,capital,3,m1
340,62,pun,62,a,prism,optical,4,m1
341,62,pun,62,a,prism,scientist,5,m1
342,62,pun,62,a,prism,stole,6,m1
343,62,pun,62,a,prism,colleague's,7,m1
344,62,pun,62,a,prism,bifocals,8,m1
345,62,pun,62,a,prism,sentenced,9,m1
346,62,pun,62,a,prism,three,10,m1
347,62,pun,62,a,prism,years,11,m1
348,62,pun,62,a,prism,state,12,m1
349,63,pun,63,a,fridge,plumber,1,m1
350,63,pun,63,a,fridge,explained,2,m1
351,63,pun,63,a,fridge,problem,3,m1
352,63,pun,63,a,fridge,kitchen,4,m1
353,63,pun,63,a,fridge,just,5,m1
354,63,pun,63,a,fridge,water,6,m1
355,63,pun,63,a,fridge,under,7,m1
356,64,pun,64,a,thief,robber,8,m1
357,64,pun,64,a,thief,baron,9,m1
358,64,pun,64,a,thief,commander,10,m1
359,65,pun,65,a,revolution,satellite,11,m1
360,65,pun,65,a,revolution,went,12,m1
361,65,pun,65,a,revolution,orbit,1,m1
362,65,pun,65,a,revolution,january,2,m1
363,65,pun,65,a,revolution,1st,3,m1
364,65,pun,65,a,revolution,causing,4,m1
365,65,pun,65,a,revolution,new,5,m1
366,65,pun,65,a,revolution,year's,6,m1
367,66,pun,66,a,plants,twin,7,m1
368,66,pun,66,a,plants,girls,8,m1
369,66,pun,66,a,plants,rented,9,m1
370,66,pun,66,a,plants,flora,10,m1
371,66,pun,66,a,plants,offices,11,m1
372,66,pun,66,a,plants,called,12,m1
373,66,pun,66,a,plants,business,1,m1
374,66,pun,66,a,plants,sisterhood,2,m1
375,66,pun,66,a,plants,traveling,3,m1
376,67,pun,67,a,incisor,dentist,4,m1
377,67,pun,67,a,incisor,convicted,5,m1
378,67,pun,67,a,incisor,trading,6,m1
379,68,pun,68,a,mimes,quietest,7,m1
380,68,pun,68,a,mimes,burglars,8,m1
381,68,pun,68,a,mimes,history,9,m1
382,68,pun,68,a,mimes,new,10,m1
383,68,pun,68,a,mimes,york,11,m1
384,68,pun,68,a,mimes,city,12,m1
385,68,pun,68,a,mimes,newspapers,1,m1
386,68,pun,68,a,mimes,called,2,m1
387,68,pun,68,a,mimes,criminal,3,m1
388,69,pun,69,a,glittering,tinker,4,m1
389,69,pun,69,a,glittering,bell,5,m1
390,69,pun,69,a,glittering,arrested,6,m1
391,69,pun,69,a,glittering,being,7,m1
392,69,pun,69,a,glittering,suspiciously,8,m1
393,69,pun,69,a,glittering,high,9,m1
394,69,pun,69,a,glittering,end,10,m1
395,69,pun,69,a,glittering,only,11,m1
396,69,pun,69,a,glittering,fined,12,m1
397,70,pun,70,a,altitude,become,1,m1
398,70,pun,70,a,altitude,pilot,2,m1
399,70,pun,70,a,altitude,requires,3,m1
400,70,pun,70,a,altitude,good,4,m1
401,71,pun,71,a,presence,christmas,5,m1
402,71,pun,71,a,presence,people's,6,m1
403,72,pun,72,a,necks,vampires,7,m1
404,72,pun,72,a,necks,looking,8,m1
405,72,pun,72,a,necks,victim,9,m1
406,73,pun,73,a,digestion,villain,10,m1
407,73,pun,73,a,digestion,call,11,m1
408,73,pun,73,a,digestion,silverware,12,m1
409,73,pun,73,a,digestion,weapons,1,m1
410,73,pun,73,a,digestion,mass,2,m1
411,74,pun,74,a,ream,brand,3,m1
412,74,pun,74,a,ream,name,4,m1
413,74,pun,74,a,ream,highest,5,m1
414,74,pun,74,a,ream,quality,6,m1
415,74,pun,74,a,ream,copy,7,m1
416,74,pun,74,a,ream,paper,8,m1
417,74,pun,74,a,ream,money,9,m1
418,74,pun,74,a,ream,buy,10,m1
419,74,pun,74,a,ream,crop,11,m1
420,75,pun,75,a,seize,get,12,m1
421,76,pun,76,a,author,made,1,m1
422,76,pun,76,a,author,mario,2,m1
423,76,pun,76,a,author,puzo's,3,m1
424,76,pun,76,a,author,books,4,m1
425,76,pun,76,a,author,required,5,m1
426,76,pun,76,a,author,reading,6,m1
427,76,pun,76,a,author,class,7,m1
428,76,pun,76,a,author,made,8,m1
429,76,pun,76,a,author,refuse,9,m1
430,77,pun,77,a,source,crop,10,m1
431,77,pun,77,a,source,destroyed,11,m1
432,77,pun,77,a,source,cranberry,12,m1
433,78,pun,78,a,paste,use,1,m1
434,78,pun,78,a,paste,glue,2,m1
435,78,pun,78,a,paste,class,3,m1
436,78,pun,78,a,paste,careful,4,m1
437,79,pun,79,a,espresso,why,5,m1
438,79,pun,79,a,espresso,italians,6,m1
439,79,pun,79,a,espresso,good,7,m1
440,79,pun,79,a,espresso,making,8,m1
441,79,pun,79,a,espresso,coffee,9,m1
442,79,pun,79,a,espresso,really,10,m1
443,79,pun,79,a,espresso,know,11,m1
444,80,pun,80,a,scents,women,12,m1
445,80,pun,80,a,scents,wear,1,m1
446,80,pun,80,a,scents,"$20,000 ",2,m1
447,80,pun,80,a,scents,perfume,3,m1
448,80,pun,80,a,scents,obviously,4,m1
449,80,pun,80,a,scents,known,5,m1
450,80,pun,80,a,scents,common,6,m1
451,81,pun,1,b,line,circus,7,m1
452,81,pun,1,b,line,truck,8,m1
453,81,pun,1,b,line,driver,9,m1
454,81,pun,1,b,line,refused,10,m1
455,81,pun,1,b,line,tow,11,m1
456,82,pun,2,b,truth,dentist,12,m1
457,82,pun,2,b,truth,tell,1,m1
458,82,pun,2,b,truth,patient,2,m1
459,82,pun,2,b,truth,whole,3,m1
460,83,pun,3,b,sillier,handlebar,4,m1
461,83,pun,3,b,sillier,mustache,5,m1
462,83,pun,3,b,sillier,look,6,m1
463,83,pun,3,b,sillier,ridiculous,7,m1
464,83,pun,3,b,sillier,symmetrical,8,m1
465,83,pun,3,b,sillier,eyelashes,9,m1
466,83,pun,3,b,sillier,even,10,m1
467,84,pun,4,b,hair,man,11,m1
468,84,pun,4,b,hair,used,12,m1
469,84,pun,4,b,hair,money,1,m1
470,84,pun,4,b,hair,inherited,2,m1
471,84,pun,4,b,hair,late,3,m1
472,84,pun,4,b,hair,father,4,m1
473,84,pun,4,b,hair,put,5,m1
474,84,pun,4,b,hair,addition,6,m1
475,84,pun,4,b,hair,house,7,m1
476,84,pun,4,b,hair,extension,8,m1
477,85,pun,5,b,closing,men's,9,m1
478,85,pun,5,b,closing,wear,10,m1
479,85,pun,5,b,closing,store,11,m1
480,85,pun,5,b,closing,opening,12,m1
481,85,pun,5,b,closing,times,1,m1
482,86,pun,6,b,ambulance,paramedic,2,m1
483,86,pun,6,b,ambulance,got,3,m1
484,86,pun,6,b,ambulance,new,4,m1
485,86,pun,6,b,ambulance,job,5,m1
486,86,pun,6,b,ambulance,chauffeur,6,m1
487,86,pun,6,b,ambulance,driver,7,m1
488,87,pun,7,b,purchase,pet,8,m1
489,87,pun,7,b,purchase,store,9,m1
490,87,pun,7,b,purchase,bird,10,m1
491,87,pun,7,b,purchase,contest,11,m1
492,87,pun,7,b,purchase,necessary,12,m1
493,88,pun,8,b,reward,pun,1,m1
494,89,pun,9,b,mass,rubber,2,m1
495,89,pun,9,b,mass,band,3,m1
496,89,pun,9,b,mass,pistol,4,m1
497,89,pun,9,b,mass,confiscated,5,m1
498,89,pun,9,b,mass,algebra,6,m1
499,89,pun,9,b,mass,class,7,m1
500,89,pun,9,b,mass,weapon,8,m1
501,89,pun,9,b,mass,disruption,9,m1
502,90,pun,10,b,steeler,thief,10,m1
503,90,pun,10,b,steeler,stole,11,m1
504,90,pun,10,b,steeler,cutlery,12,m1
505,90,pun,10,b,steeler,leaving,1,m1
506,90,pun,10,b,steeler,clue,2,m1
507,90,pun,10,b,steeler,called,3,m1
508,90,pun,10,b,steeler,stainless,4,m1
509,91,pun,11,b,wicked,getting,5,m1
510,91,pun,11,b,wicked,pranked,6,m1
511,91,pun,11,b,wicked,friends,7,m1
512,91,pun,11,b,wicked,getting,8,m1
513,91,pun,11,b,wicked,hit,9,m1
514,91,pun,11,b,wicked,basket,10,m1
515,91,pun,11,b,wicked,aron,11,m1
516,91,pun,11,b,wicked,knew,12,m1
517,91,pun,11,b,wicked,sense,1,m1
518,91,pun,11,b,wicked,humor,2,m1
519,92,pun,12,b,special,aliens,3,m1
520,92,pun,12,b,special,lovable,4,m1
521,93,pun,13,b,world,astronaut,5,m1
522,93,pun,13,b,world,gets,6,m1
523,93,pun,13,b,world,take,7,m1
524,93,pun,13,b,world,turn,8,m1
525,93,pun,13,b,world,traveler,9,m1
526,94,pun,14,b,scissors,young,10,m1
527,94,pun,14,b,scissors,boy,11,m1
528,94,pun,14,b,scissors,brutus',12,m1
529,94,pun,14,b,scissors,mother,1,m1
530,94,pun,14,b,scissors,cautioned,2,m1
531,94,pun,14,b,scissors,not,3,m1
532,94,pun,14,b,scissors,run,4,m1
533,95,pun,15,b,lunch,astronauts,5,m1
534,95,pun,15,b,lunch,like,6,m1
535,96,pun,16,b,blue,flower,7,m1
536,96,pun,16,b,blue,show,8,m1
537,96,pun,16,b,blue,prize,9,m1
538,96,pun,16,b,blue,ribbon,10,m1
539,97,pun,17,b,free,pet,11,m1
540,97,pun,17,b,free,store,12,m1
541,97,pun,17,b,free,buy,1,m1
542,97,pun,17,b,free,dog,2,m1
543,97,pun,17,b,free,get,3,m1
544,98,pun,18,b,feelings,kind,4,m1
545,98,pun,18,b,feelings,dentist,5,m1
546,99,pun,19,b,salvation,bell,6,m1
547,99,pun,19,b,salvation,bark,7,m1
548,99,pun,19,b,salvation,kennel,8,m1
549,99,pun,19,b,salvation,novel,9,m1
550,99,pun,19,b,salvation,ivan,10,m1
551,99,pun,19,b,salvation,pavlov,11,m1
552,99,pun,19,b,salvation,chronicles,12,m1
553,99,pun,19,b,salvation,birth,1,m1
554,99,pun,19,b,salvation,army,2,m1
555,100,pun,20,b,office,dentists,3,m1
556,100,pun,20,b,office,like,4,m1
557,100,pun,20,b,office,hard,5,m1
558,100,pun,20,b,office,day,6,m1
559,101,pun,21,b,bail,even,7,m1
560,101,pun,21,b,bail,ashley,8,m1
561,101,pun,21,b,bail,blind,9,m1
562,101,pun,21,b,bail,under,10,m1
563,101,pun,21,b,bail,arrest,11,m1
564,101,pun,21,b,bail,still,12,m1
565,101,pun,21,b,bail,hope,1,m1
566,101,pun,21,b,bail,out,2,m1
567,102,pun,22,b,spur,even,3,m1
568,102,pun,22,b,spur,contributes,4,m1
569,102,pun,22,b,spur,either,5,m1
570,102,pun,22,b,spur,x,6,m1
571,102,pun,22,b,spur,y,7,m1
572,102,pun,22,b,spur,chromosome,8,m1
573,102,pun,22,b,spur,father,9,m1
574,102,pun,22,b,spur,chooses,10,m1
575,102,pun,22,b,spur,sex,11,m1
576,102,pun,22,b,spur,child,12,m1
577,102,pun,22,b,spur,just,1,m1
578,102,pun,22,b,spur,moment,2,m1
579,102,pun,22,b,spur,decision,3,m1
580,103,pun,23,b,crime,children,4,m1
581,103,pun,23,b,crime,eat,5,m1
582,103,pun,23,b,crime,washing,6,m1
583,103,pun,23,b,crime,hands,7,m1
584,104,pun,24,b,pock,grandparents,8,m1
585,104,pun,24,b,pock,faces,9,m1
586,104,pun,24,b,pock,full,10,m1
587,104,pun,24,b,pock,marks,11,m1
588,105,pun,25,b,bones,labored,12,m1
589,105,pun,25,b,bones,hard,1,m1
590,105,pun,25,b,bones,worked,2,m1
591,105,pun,25,b,bones,fingers,3,m1
592,106,pun,26,b,habit,keep,4,m1
593,106,pun,26,b,habit,reading,5,m1
594,106,pun,26,b,habit,the,6,m1
595,106,pun,26,b,habit,lord,7,m1
596,106,pun,26,b,habit,rings,8,m1
597,106,pun,26,b,habit,guess,9,m1
598,106,pun,26,b,habit,just,10,m1
599,106,pun,26,b,habit,force,11,m1
600,107,pun,27,b,screening,like,12,m1
601,107,pun,27,b,screening,latest,1,m1
602,107,pun,27,b,screening,horror,2,m1
603,107,pun,27,b,screening,movie,3,m1
604,107,pun,27,b,screening,i've,4,m1
605,107,pun,27,b,screening,arranged,5,m1
606,107,pun,27,b,screening,private,6,m1
607,108,pun,28,b,holmes,like,7,m1
608,108,pun,28,b,holmes,stay,8,m1
609,108,pun,28,b,holmes,current,9,m1
610,108,pun,28,b,holmes,electrifying,10,m1
611,108,pun,28,b,holmes,adventures,11,m1
612,108,pun,28,b,holmes,sherlock,12,m1
613,109,pun,29,b,can't,need,1,m1
614,109,pun,29,b,can't,philosophy,2,m1
615,109,pun,29,b,can't,homework,3,m1
616,109,pun,29,b,can't,just,4,m1
617,110,pun,30,b,temper,barista,5,m1
