uniqueID,sentenceType,isOrig,normal,support,balance
186,nonpun,0,0,2.744434558,2.744434558
187,nonpun,0,0,4.210795716,4.210795716
188,nonpun,0,0,2.412618202,2.412618202
189,nonpun,0,0,2.021726337,1.458133803
190,nonpun,0,0,2.453974399,0.767012333
191,nonpun,0,0,2.836819429,2.836819429
192,nonpun,0,0,2.434937815,0.037909663
193,nonpun,0,0,3.45997372,3.45997372
194,nonpun,0,0,2.288607232,2.288607232
195,nonpun,0,0,4.36571115,4.36571115
196,nonpun,0,0,1.296888838,1.296888838
197,nonpun,0,0,2.527996155,0.381117865
198,nonpun,0,0,2.700769498,1.244459068
199,nonpun,0,0,1.792762594,1.792762594
200,nonpun,0,0,0.102032522,0.02035794
201,nonpun,0,0,6.141215863,6.141215863
202,nonpun,0,0,1.108494979,1.108494979
203,nonpun,0,0,2.907335908,2.907335908
204,nonpun,0,0,4.319562119,4.319562119
205,nonpun,0,0,5.803584466,5.803584466
206,nonpun,0,0,3.59603469,0.119435604
207,nonpun,0,0,7.562449145,7.562449145
208,nonpun,0,0,5.86629043,5.86629043
209,nonpun,0,0,3.134539666,0.847717076
210,nonpun,0,0,3.671440598,1.827658208
211,nonpun,0,0,0.948979884,0.29598021
212,nonpun,0,0,4.582336651,2.749510845
213,nonpun,0,0,3.984438289,3.951905457
214,nonpun,0,0,1.380671193,0.958700861
215,nonpun,0,0,4.05458535,4.05458535
216,nonpun,0,0,4.006441006,3.01249826
217,nonpun,0,0,1.315377784,1.315377784
218,nonpun,0,0,1.82973665,1.82973665
219,nonpun,0,0,2.588588133,0.470940307
220,nonpun,0,0,1.839241574,0.761428762
221,nonpun,0,0,7.416304555,7.416304555
222,nonpun,0,0,3.674283158,3.674283158
223,nonpun,0,0,3.403824174,3.403824174
224,nonpun,0,0,4.313009906,0.587105372
225,nonpun,0,0,1.870999534,1.870999534
226,nonpun,0,0,3.028327955,1.135003617
227,nonpun,0,0,2.60994039,2.60994039
228,nonpun,0,0,1.353168002,1.353168002
229,nonpun,0,0,1.871131328,0.754035746
230,nonpun,0,0,6.46867637,6.46867637
231,nonpun,0,0,3.103426382,3.103426382
232,nonpun,0,0,5.639760973,5.639760973
233,nonpun,0,0,4.735498379,4.735498379
234,nonpun,0,0,3.236536234,3.236536234
235,nonpun,0,0,4.731259834,4.731259834
236,pun,1,0,2.298257328,2.298257328
237,pun,1,0,1.563443651,0.799878007
238,pun,1,0,2.353603013,2.242476027
239,pun,1,0,4.130822233,4.130822233
240,pun,1,0,2.309198565,0.498733835
241,pun,1,0,1.889552406,1.858535476
242,pun,1,0,4.597073786,4.597073786
243,pun,1,0,2.233058557,1.045937301
244,pun,1,0,1.557552776,1.557552776
245,pun,1,0,2.604289191,0.232648855
246,pun,1,0,2.465522368,2.465522368
247,pun,1,0,2.508250088,0.527295174
248,pun,1,0,4.768648582,1.039789968
249,pun,1,0,2.158099392,2.158099392
250,pun,1,0,1.018636456,0.43266656
251,pun,1,0,1.827466457,1.352811225
252,pun,1,0,5.563174939,5.563174939
253,pun,1,0,1.296761881,1.296761881
254,pun,1,0,1.62960829,1.62960829
255,pun,1,0,6.540330482,1.16916987
256,pun,1,0,1.787048769,1.787048769
257,pun,1,0,3.077401544,3.077401544
258,pun,1,0,3.465251307,2.778048409
259,pun,1,0,2.074128247,2.074128247
260,pun,1,0,3.537743682,3.537743682
261,pun,1,0,1.330423518,0.845696856
262,pun,1,0,3.810012578,3.810012578
263,pun,1,0,0.906394142,0.564280808
264,pun,1,0,2.21553939,2.21553939
265,pun,1,0,2.40120102,2.179063794
266,pun,1,0,2.051488212,2.051488212
267,pun,1,0,3.618237201,1.687931675
268,pun,1,0,1.517763876,1.517763876
269,pun,1,0,1.45022466,0.663551308
270,pun,1,0,1.568453286,0.083824564
271,pun,1,0,0.918434267,0.100904555
272,pun,1,0,2.890957855,2.890957855
273,pun,1,0,5.090152362,4.264632874
274,pun,1,0,2.11064081,2.11064081
275,pun,1,0,3.974970801,0.039044197
276,pun,1,0,6.848223917,6.848223917
277,pun,1,0,0.71223359,0.71223359
278,pun,1,0,0.576415723,0.042373129
279,pun,1,0,4.439464618,4.439464618
280,pun,1,0,1.418953359,1.418953359
281,pun,1,0,0.775222999,0.775222999
282,pun,1,0,1.077216089,0.685717219
283,pun,1,0,0.604499127,0.579117191
284,pun,1,0,2.030642765,2.030642765
285,pun,1,0,0.163802021,0.058063137
286,pun,1,0,1.560879971,0.289996983
287,pun,1,0,1.210992366,1.210992366
288,pun,1,0,1.870569183,0.476662875
289,pun,1,0,4.220203942,3.967971176
290,pun,1,0,0.871528192,0.871528192
291,pun,1,0,3.033935277,3.033935277
292,pun,1,0,2.032413598,1.515762086
293,pun,1,0,1.02998335,1.02998335
294,pun,1,0,3.243105561,3.243105561
295,pun,1,0,2.947949563,0.858166295
296,pun,1,0,1.386902292,1.386902292
297,pun,1,0,0.923246856,0.923246856
298,pun,1,0,3.727103144,3.727103144
299,pun,1,0,2.554035067,0.709046745
300,pun,1,0,2.345248177,2.345248177
301,depunned,1,0,2.672276924,2.672276924
302,depunned,1,0,1.949339688,1.949339688
303,depunned,1,0,1.846562667,1.846562667
304,depunned,1,0,6.801536457,6.801536457
305,depunned,1,0,2.669908077,2.669908077
306,depunned,1,0,3.491249292,3.491249292
307,depunned,1,0,4.042557676,4.042557676
308,depunned,1,0,2.11455114,0.944963408
309,depunned,1,0,3.105360337,2.310188153
310,depunned,1,0,1.273000641,1.273000641
311,depunned,1,0,2.087996469,0.128284865
312,depunned,1,0,4.56736562,2.622885462
313,depunned,1,0,3.46384037,3.253345464
314,depunned,1,0,3.948472412,3.948472412
315,depunned,1,0,2.648696349,2.648696349
316,depunned,1,0,3.64695326,1.263569778
317,depunned,1,0,5.563174939,5.563174939
318,depunned,1,0,2.886279731,2.886279731
319,depunned,1,0,2.653395779,0.171134331
320,depunned,1,0,8.691435106,1.342117318
321,depunned,1,0,2.018826904,0.1318692
322,depunned,1,0,2.804748925,2.321492149
323,depunned,1,0,2.528151869,1.421428227
324,depunned,1,0,1.210686372,1.210686372
325,depunned,1,0,3.323890414,0.656602728
326,depunned,1,0,2.806926444,2.806926444
327,depunned,1,0,2.970068765,2.281800335
328,depunned,1,0,1.004902461,0.277206077
329,depunned,1,0,4.530843477,0.971928029
330,depunned,1,0,2.695304605,2.695304605
331,depunned,1,0,4.107052119,4.107052119
332,depunned,1,0,3.178738281,2.342119413
333,depunned,1,0,0.101093973,0.101093973
334,depunned,1,0,3.382540226,3.065712306
335,depunned,1,0,2.961600677,0.486026533
336,depunned,1,0,1.786198116,1.786198116
337,depunned,1,0,4.202430575,0.398383149
338,depunned,1,0,6.706490093,1.477178807
339,depunned,1,0,0.429268346,0.184610538
340,depunned,1,0,5.014081548,2.580103176
